	groupId	state	life	liveType	lastSeen	packets	bytes	id	appId	priority	timeout	isPermanent	deviceId	tableId	tableName	treatment	selector
16	0	ADDED	58541	UNKNOWN	1742983813153	18884	2624876	281475492028313	org.onosproject.core	40000	0	True	of:000000000000000e	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x88cc'}]}
17	0	ADDED	58541	UNKNOWN	1742983813153	18884	2624876	281478402973641	org.onosproject.core	40000	0	True	of:000000000000000e	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x8942'}]}
18	0	ADDED	58541	UNKNOWN	1742983813153	16826	706692	281475534880843	org.onosproject.core	40000	0	True	of:000000000000000e	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x806'}]}
19	0	ADDED	58541	UNKNOWN	1742983813153	616	60368	281479223636081	org.onosproject.core	5	0	True	of:000000000000000e	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x800'}]}
20	0	ADDED	58540	UNKNOWN	1742983812087	18527	778134	281476162487044	org.onosproject.core	40000	0	True	of:000000000000000f	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x806'}]}
21	0	ADDED	58540	UNKNOWN	1742983812087	1835	179830	281477550077972	org.onosproject.core	5	0	True	of:000000000000000f	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x800'}]}
22	0	ADDED	58540	UNKNOWN	1742983812087	18885	2625015	281479243163245	org.onosproject.core	40000	0	True	of:000000000000000f	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x8942'}]}
23	0	ADDED	58540	UNKNOWN	1742983812087	18885	2625015	281478619323375	org.onosproject.core	40000	0	True	of:000000000000000f	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x88cc'}]}
24	0	ADDED	58540	UNKNOWN	1742983812509	18884	2624876	281476824493323	org.onosproject.core	40000	0	True	of:0000000000000010	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x88cc'}]}
25	0	ADDED	58540	UNKNOWN	1742983812509	16849	707658	281477989602451	org.onosproject.core	40000	0	True	of:0000000000000010	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x806'}]}
26	0	ADDED	58540	UNKNOWN	1742983812509	18884	2624876	281475990237152	org.onosproject.core	40000	0	True	of:0000000000000010	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x8942'}]}
27	0	ADDED	58540	UNKNOWN	1742983812509	617	60466	281475452063725	org.onosproject.core	5	0	True	of:0000000000000010	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x800'}]}
28	0	ADDED	58537	UNKNOWN	1742983809511	18883	2624737	281476590404359	org.onosproject.core	40000	0	True	of:0000000000000011	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x88cc'}]}
29	0	ADDED	58537	UNKNOWN	1742983809511	18883	2624737	281478208390418	org.onosproject.core	40000	0	True	of:0000000000000011	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x8942'}]}
30	0	ADDED	58537	UNKNOWN	1742983809511	17720	744240	281475150780107	org.onosproject.core	40000	0	True	of:0000000000000011	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x806'}]}
31	0	ADDED	58537	UNKNOWN	1742983809511	1235	121030	281478070165968	org.onosproject.core	5	0	True	of:0000000000000011	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x800'}]}
32	0	ADDED	58541	UNKNOWN	1742983813525	16676	700392	281479162586440	org.onosproject.core	40000	0	True	of:0000000000000014	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x806'}]}
33	0	ADDED	58541	UNKNOWN	1742983813525	609	59682	281477877977683	org.onosproject.core	5	0	True	of:0000000000000014	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x800'}]}
34	0	ADDED	58541	UNKNOWN	1742983813525	18884	2624876	281476527365973	org.onosproject.core	40000	0	True	of:0000000000000014	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x88cc'}]}
35	0	ADDED	58541	UNKNOWN	1742983813525	18884	2624876	281475223309178	org.onosproject.core	40000	0	True	of:0000000000000014	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x8942'}]}
36	0	ADDED	58539	UNKNOWN	1742983811536	1862	182476	281475704108069	org.onosproject.core	5	0	True	of:0000000000000015	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x800'}]}
37	0	ADDED	58539	UNKNOWN	1742983811536	18883	2624737	281475840271662	org.onosproject.core	40000	0	True	of:0000000000000015	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x88cc'}]}
38	0	ADDED	58539	UNKNOWN	1742983811536	18883	2624737	281475117324629	org.onosproject.core	40000	0	True	of:0000000000000015	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x8942'}]}
39	0	ADDED	58539	UNKNOWN	1742983811536	25489	1070538	281479059210865	org.onosproject.core	40000	0	True	of:0000000000000015	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x806'}]}
40	0	ADDED	58540	UNKNOWN	1742983812139	611	59878	281476897123366	org.onosproject.core	5	0	True	of:0000000000000012	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x800'}]}
41	0	ADDED	58540	UNKNOWN	1742983812139	18885	2625015	281476245399851	org.onosproject.core	40000	0	True	of:0000000000000012	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x8942'}]}
42	0	ADDED	58540	UNKNOWN	1742983812139	16668	700056	281479044310836	org.onosproject.core	40000	0	True	of:0000000000000012	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x806'}]}
43	0	ADDED	58540	UNKNOWN	1742983812139	18885	2625015	281478861190329	org.onosproject.core	40000	0	True	of:0000000000000012	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x88cc'}]}
44	0	ADDED	58540	UNKNOWN	1742983812231	18467	775614	281475270889989	org.onosproject.core	40000	0	True	of:0000000000000013	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x806'}]}
45	0	ADDED	58540	UNKNOWN	1742983812231	18884	2624876	281478968414341	org.onosproject.core	40000	0	True	of:0000000000000013	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x8942'}]}
46	0	ADDED	58540	UNKNOWN	1742983812231	1831	179438	281477862700812	org.onosproject.core	5	0	True	of:0000000000000013	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x800'}]}
47	0	ADDED	58540	UNKNOWN	1742983812231	18884	2624876	281476561938424	org.onosproject.core	40000	0	True	of:0000000000000013	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x88cc'}]}
48	0	ADDED	58541	UNKNOWN	1742983813197	1840	180320	281477274880654	org.onosproject.core	5	0	True	of:0000000000000018	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x800'}]}
49	0	ADDED	58541	UNKNOWN	1742983813197	18839	791238	281479230835604	org.onosproject.core	40000	0	True	of:0000000000000018	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x806'}]}
50	0	ADDED	58541	UNKNOWN	1742983813197	18886	2662926	281479084116011	org.onosproject.core	40000	0	True	of:0000000000000018	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x88cc'}]}
51	0	ADDED	58541	UNKNOWN	1742983813197	18886	2662926	281478167349489	org.onosproject.core	40000	0	True	of:0000000000000018	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x8942'}]}
52	0	ADDED	58538	UNKNOWN	1742983810083	18851	791742	281478200278055	org.onosproject.core	40000	0	True	of:0000000000000019	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x806'}]}
53	0	ADDED	58538	UNKNOWN	1742983810083	18885	2662785	281475250012722	org.onosproject.core	40000	0	True	of:0000000000000019	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x88cc'}]}
54	0	ADDED	58538	UNKNOWN	1742983810083	18885	2662785	281476777783664	org.onosproject.core	40000	0	True	of:0000000000000019	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x8942'}]}
55	0	ADDED	58538	UNKNOWN	1742983810083	1834	179732	281479207755895	org.onosproject.core	5	0	True	of:0000000000000019	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x800'}]}
56	0	ADDED	58541	UNKNOWN	1742983813230	18884	2624876	281475927427600	org.onosproject.core	40000	0	True	of:0000000000000016	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x88cc'}]}
57	0	ADDED	58541	UNKNOWN	1742983813230	18884	2624876	281478089159698	org.onosproject.core	40000	0	True	of:0000000000000016	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x8942'}]}
58	0	ADDED	58541	UNKNOWN	1742983813230	25132	1055544	281478830750892	org.onosproject.core	40000	0	True	of:0000000000000016	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x806'}]}
59	0	ADDED	58541	UNKNOWN	1742983813230	1856	181888	281475487000959	org.onosproject.core	5	0	True	of:0000000000000016	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x800'}]}
60	0	ADDED	58538	UNKNOWN	1742983810343	18885	2625015	281477103634836	org.onosproject.core	40000	0	True	of:0000000000000017	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x8942'}]}
61	0	ADDED	58538	UNKNOWN	1742983810343	1856	181888	281476355908397	org.onosproject.core	5	0	True	of:0000000000000017	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x800'}]}
62	0	ADDED	58538	UNKNOWN	1742983810343	18885	2625015	281476790595914	org.onosproject.core	40000	0	True	of:0000000000000017	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x88cc'}]}
63	0	ADDED	58538	UNKNOWN	1742983810343	18926	794892	281478768210403	org.onosproject.core	40000	0	True	of:0000000000000017	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x806'}]}
64	0	ADDED	58540	UNKNOWN	1742983812091	18885	2625015	281476642860420	org.onosproject.core	40000	0	True	of:000000000000001a	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x88cc'}]}
65	0	ADDED	58540	UNKNOWN	1742983812091	18603	781326	281477131397937	org.onosproject.core	40000	0	True	of:000000000000001a	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x806'}]}
66	0	ADDED	58540	UNKNOWN	1742983812091	18885	2625015	281479026586570	org.onosproject.core	40000	0	True	of:000000000000001a	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x8942'}]}
67	0	ADDED	58540	UNKNOWN	1742983812091	1837	180026	281476953913582	org.onosproject.core	5	0	True	of:000000000000001a	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x800'}]}
68	0	ADDED	58541	UNKNOWN	1742983813337	1845	180810	281476918685324	org.onosproject.core	5	0	True	of:000000000000001d	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x800'}]}
69	0	ADDED	58541	UNKNOWN	1742983813337	18886	2662926	281479097358608	org.onosproject.core	40000	0	True	of:000000000000001d	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x8942'}]}
70	0	ADDED	58541	UNKNOWN	1742983813337	18886	2662926	281478830341908	org.onosproject.core	40000	0	True	of:000000000000001d	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x88cc'}]}
71	0	ADDED	58541	UNKNOWN	1742983813336	18587	780654	281477978640941	org.onosproject.core	40000	0	True	of:000000000000001d	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x806'}]}
72	0	ADDED	58539	UNKNOWN	1742983811227	18885	2662785	281477765243138	org.onosproject.core	40000	0	True	of:000000000000001e	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x88cc'}]}
73	0	ADDED	58539	UNKNOWN	1742983811227	1841	180418	281477631819530	org.onosproject.core	5	0	True	of:000000000000001e	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x800'}]}
74	0	ADDED	58539	UNKNOWN	1742983811227	18885	2662785	281477686953995	org.onosproject.core	40000	0	True	of:000000000000001e	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x8942'}]}
75	0	ADDED	58539	UNKNOWN	1742983811227	18590	780780	281478294261333	org.onosproject.core	40000	0	True	of:000000000000001e	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x806'}]}
76	0	ADDED	58537	UNKNOWN	1742983809165	18689	784938	281475782825498	org.onosproject.core	40000	0	True	of:000000000000001b	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x806'}]}
77	0	ADDED	58537	UNKNOWN	1742983809165	1835	179830	281478902367899	org.onosproject.core	5	0	True	of:000000000000001b	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x800'}]}
78	0	ADDED	58537	UNKNOWN	1742983809165	18885	2625015	281475895902905	org.onosproject.core	40000	0	True	of:000000000000001b	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x88cc'}]}
79	0	ADDED	58537	UNKNOWN	1742983809165	18885	2625015	281478244541011	org.onosproject.core	40000	0	True	of:000000000000001b	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x8942'}]}
80	0	ADDED	58539	UNKNOWN	1742983811213	18603	781326	281475617702203	org.onosproject.core	40000	0	True	of:000000000000001c	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x806'}]}
81	0	ADDED	58539	UNKNOWN	1742983811213	18885	2662785	281475459677636	org.onosproject.core	40000	0	True	of:000000000000001c	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x8942'}]}
82	0	ADDED	58539	UNKNOWN	1742983811213	1835	179830	281479193788631	org.onosproject.core	5	0	True	of:000000000000001c	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x800'}]}
83	0	ADDED	58539	UNKNOWN	1742983811213	18885	2662785	281477601266138	org.onosproject.core	40000	0	True	of:000000000000001c	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x88cc'}]}
84	0	ADDED	58541	UNKNOWN	1742983813090	18886	2625154	281475759888516	org.onosproject.core	40000	0	True	of:000000000000001f	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x88cc'}]}
85	0	ADDED	58541	UNKNOWN	1742983813090	18886	2625154	281475726896390	org.onosproject.core	40000	0	True	of:000000000000001f	0	0	{'instructions': [{'type': 'OUTPUT', 'port': 'CONTROLLER'}], 'clearDeferred': True, 'deferred': []}	{'criteria': [{'type': 'ETH_TYPE', 'ethType': '0x8942'}]}
