ProbCompromise,DefenseEff,AttackSurfaceVolatility,CRI
1.0,0.0,0.0,0.7499999998125
1.0,0.6,3.061909489928433,0.49999999975
1.0,0.6,5.880238603454125,0.7499999998125
1.0,0.25,0.0,0.6666666664444444
1.0,0.2,37.57420646546971,0.9999999996666666
1.0,0.6,3.71484938379419,0.9999999996666666
1.0,0.42857142857142855,3.6158540364557292,0.7499999998125
1.0,0.0,5.7266433350166785,0.9999999998
1.0,0.5,0.8181142304753037,0.9999999989999999
1.0,0.2,15.354108576099454,0.99999999975
1.0,0.16666666666666666,0.0,0.99999999975
1.0,0.3333333333333333,33.70124212687577,0.99999999975
1.0,0.5,6.351558564664828,0.99999999975
1.0,0.5,2.2993034611233916,0.49999999975
1.0,0.5714285714285714,11.582418656977577,0.9999999995
1.0,0.0,0.2370589029886045,0.99999999975
1.0,0.4,7.653768540781673,0.9999999995
1.0,0.3333333333333333,6.224308780128751,0.99999999975
1.0,0.25,3.4556278100969897,0.6666666664444444
1.0,0.5714285714285714,3.2748794874040037,0.9999999996666666
1.0,0.5,14.580792644860365,0.9999999995
1.0,0.8333333333333334,4.119494667640577,0.9999999989999999
1.0,0.2857142857142857,0.0,0.9999999998
1.0,0.4,16.68494573665471,0.9999999996666666
1.0,0.4,13.643056795514914,0.9999999995
1.0,0.5,28.48581395872141,0.9999999995
1.0,0.5,2.486260960494109,0.6666666664444444
1.0,0.5,14.368676813188578,0.9999999995
1.0,0.375,0.00014072019951031682,0.79999999984
1.0,0.6666666666666666,5.5021972895664595,0.0
1.0,0.6666666666666666,0.0,0.9999999995
1.0,0.5,2.692989533895727,0.7499999998125
1.0,0.5,5.3076748754745156,0.7499999998125
1.0,0.8,8.3533532106362,0.9999999989999999
1.0,0.25,35.672811884713916,0.9999999995
1.0,0.3333333333333333,4.485417642063018,0.9999999998333333
1.0,0.4,0.0,0.6666666664444444
1.0,0.375,35.44719584905406,0.9999999998
1.0,0.25,9.970716179632715,0.9999999995
1.0,0.8,7.670192812819847,0.0
1.0,0.2,5.552102588999942,0.9999999996666666
1.0,0.5,3.59659373464512,0.9999999996666666
1.0,0.625,0.09731760283399328,0.9999999995
1.0,0.5,5.698425468339027,0.9999999995
1.0,0.5,2.9936019946640573,0.9999999989999999
1.0,0.6,7.893821422861336,0.9999999995
1.0,0.0,3.8295069401873576,0.99999999975
1.0,0.6,0.0,0.9999999995
1.0,0.3333333333333333,18.614236639926702,0.7499999998125
1.0,0.4,1.6098565293154612,0.9999999996666666
1.0,0.42857142857142855,4.889962946801123,0.9999999996666666
1.0,0.5714285714285714,5.77003073635438,0.9999999996666666
1.0,0.4,1.3510663732385422,0.6666666664444444
1.0,0.625,7.932716069342575,0.6666666664444444
1.0,0.4,1.4410692308863016,0.6666666664444444
1.0,0.5555555555555556,6.11169918199715,0.99999999975
1.0,0.5,8.285392345904178,0.6666666664444444
1.0,0.6666666666666666,9.667143674159172,0.9999999995
1.0,0.7777777777777778,13.926210569801558,0.9999999995
1.0,0.8333333333333334,0.0,0.9999999989999999
1.0,0.4,9.394348149902285,0.9999999996666666
1.0,0.2,5.45110784887172,0.99999999975
1.0,0.75,3.7789176458428226,0.9999999995
1.0,0.5,0.0,0.9999999996666666
1.0,0.5,2.150161322875645,0.9999999989999999
1.0,0.4,0.0,0.9999999995
1.0,0.5454545454545454,4.2287290617736,0.99999999975
1.0,0.5,2.5204091768621604,0.9999999996666666
1.0,0.0,8.447864909823895,0.99999999975
1.0,0.3333333333333333,60.28261097642155,0.99999999975
1.0,0.42857142857142855,2.4425840153632272,0.99999999975
1.0,0.2,10.177591185565047,0.9999999996666666
1.0,0.42857142857142855,4.642867714838663,0.7499999998125
1.0,0.625,0.0,0.9999999996666666
1.0,0.4,11.795803521564538,0.9999999996666666
1.0,0.5,8.389735255581217,0.9999999996666666
1.0,0.4,6.019673434405807,0.9999999996666666
1.0,0.16666666666666666,18.326002915218016,0.79999999984
1.0,0.7142857142857143,12.646059471299065,0.9999999995
1.0,0.42857142857142855,0.0,0.99999999975
1.0,0.4,2.054364272387618,0.9999999998333333
1.0,0.2,23.214665447441934,0.99999999975
1.0,0.25,4.328545128113654,0.6666666664444444
1.0,0.2857142857142857,22.362371739805862,0.99999999975
1.0,0.5714285714285714,1.813049022566311,0.9999999995
1.0,0.42857142857142855,4.217461223947483,0.99999999975
